0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
OBGSR,NEU,,Нейтрино,0,0,43.4612,42.722,1715,,06/10/2004,3,54,20.9,0.8,42.84,0.01,46.81,0.01,10,,3.1,OBGSR,Дагестан,,,NCA20 0080,3528081.60,2020,1,9,20,1,21.6,0.60,43.32,45.25,8.2,6.5,2.7,1.4,12,,OBGSR,
OBGSR,PYA,,Пятигорск,0,0,42.5451,43.075,571,"Мергель, глина",06/10/2004,20,1,21.1,0.6,42.95,0.03,44.4,0.03,7,1,3.1,OBGSR,Северная Осетия,,,NCA20 0081,3531019.88,2020,1,9,20,50,19.9,,42.98,46.39,9.0,4.5,,0.3,6,,DAGSR,
NOGSR,TRKR,,Терская,0,0,42.7881,44.7306,135,"Глина, суглинок, песчано-валунно-галечные отложения",25/10/2004,17,54,41.3,1,42.05,0.04,46.2,0.04,8,1,3.1,OBGSR,Дагестан,,,NCA20 0082,3541585.10,2020,1,9,23,46,25.1,0.02,43.39,41.44,8.4,5.0,1.9,0.6,5,,CWGSR,
,,,,,,,,,,07/11/2004,6,45,52.2,-0.2,42.43,0,49.3,0,20,,3.1,DAGSR,Каспийское море,,,NCA20 0083,3553440.62,2020,1,10,3,4,0.6,,41.52,47.75,9.0,6.8,,1.6,12,,DAGSR,
,,,,,,,,,,11/11/2004,6,43,28.2,0.9,43.71,0.09,45.46,0.09,20,1,3.1,OBGSR,Чеченская и Ингушская республики,,,NCA20 0084,3561671.10,2020,1,10,5,21,11.1,0.61,42.72,46.75,60.6,9.3,3.9,2.9,40,,OBGSR,
,,,,,,,,,,15/11/2004,10,19,33.9,0.3,44.49,0,39.64,0,12,25,3.3,OBGSR,Краснодарский край,,,NCA20 0085,3595735.90,2020,1,10,14,48,55.9,0.69,42.22,45.89,20.1,6.9,2.9,1.6,12,,OBGSR,
,,,,,,,,,,15/11/2004,10,21,8.3,0.8,44.18,0.02,39.71,0.02,15,1,4.9,OBGSR,Краснодарский край,,Ощущалось: Сочи. Лазаревское. Майкоп. Апшеронск. Белореченск. Хадыженск - 3-4 балла; Краснодар. Ставрополь. Горячий Ключ. Лабинск. Мостовский. Армавир - 2-3 балла.,NCA20 0086,3620429.89,2020,1,10,21,40,29.9,,43.00,46.50,6.0,5.4,,0.8,11,,DAGSR,
,,,,,,,,,,16/11/2004,14,17,27,0.8,42.75,0.03,46.08,0.03,30,1,3.3,OBGSR,Дагестан,,,NCA20 0087,3621173.50,2020,1,10,21,52,53.5,0.05,44.79,37.42,22.4,5.8,2.0,1.0,4,,OBGSR,
,,,,,,,,,,03/12/2004,22,29,45,0.6,42.47,0.02,46.6,0.02,57,3,3.2,OBGSR,Дагестан,,,NCA20 0088,3629107.86,2020,1,11,0,5,7.9,,43.13,46.41,18.0,4.9,,0.5,8,,DAGSR,
,,,,,,,,,,25/12/2004,19,13,19.1,0.8,43.74,0.03,44.01,0.03,14,1,3.5,OBGSR,Кабардино-Балкария,,Ощущалось: Прохладненский и Майкопский районы Кабардино-Балкарии - 3-4 балла.,NCA20 0089,3635911.10,2020,1,11,1,58,31.1,0.47,43.22,43.40,15.6,6.1,2.7,1.2,12,,OBGSR,
,,,,,,,,,,07/01/2005,15,10,53.4,0.8,43.43,0.02,44.87,0.02,11,,3.9,OBGSR,Ингушетия и Чечня,,,NCA20 0090,3637822.70,2020,1,11,2,30,22.7,0.47,42.60,44.42,4.7,6.5,2.7,1.4,7,,NOGSR,
,,,,,,,,,,07/01/2005,15,11,54,0.7,43.43,0.03,44.71,0.03,4,,3.4,OBGSR,Ингушетия и Чечня,,,NCA20 0091,3642004.20,2020,1,11,3,40,4.2,0.22,44.46,37.59,17.5,6.7,2.7,1.5,5,,OBGSR,
,,,,,,,,,,07/01/2005,15,35,29.7,0.7,43.41,0.02,44.86,0.02,14,,3.1,OBGSR,Ингушетия и Чечня,,,NCA20 0092,3657122.37,2020,1,11,7,52,2.4,,43.06,47.02,9.0,5.5,,0.8,5,,DAGSR,
,,,,,,,,,,07/01/2005,18,49,7.3,1,43.36,0.02,44.83,0.02,13,,3.1,OBGSR,Ингушетия и Чечня,,,NCA20 0093,3673757.28,2020,1,11,12,29,17.3,,42.93,46.26,15.0,6.1,,1.2,8,,DAGSR,
,,,,,,,,,,07/01/2005,20,17,30.3,0.7,43.41,0.01,44.89,0.01,13,,3.2,OBGSR,Ингушетия и Чечня,,,NCA20 0094,3678577.85,2020,1,11,13,49,37.9,,42.72,46.43,15.0,5.0,,0.6,7,,DAGSR,
,,,,,,,,,,08/01/2005,17,27,32.3,0.8,43.45,0.03,44.94,0.03,12,,3.2,OBGSR,Ингушетия и Чечня,,,NCA20 0095,3681635.80,2020,1,11,14,40,35.8,,44.58,34.42,10.0,5.1,,0.6,,,Крым,
,,,,,,,,,,08/01/2005,17,28,21.1,0.1,42.98,,45.55,,42,,3.6,DAGSR,Ингушетия и Чечня,,,NCA20 0096,3682568.00,2020,1,11,14,56,8.0,,44.58,34.42,10.0,5.3,,0.7,,,Крым,
,,,,,,,,,,16/01/2005,8,36,9.1,1,43.45,0.03,44.91,0.03,15,,3.3,OBGSR,Ингушетия и Чечня,,,NCA20 0097,3684029.60,2020,1,11,15,20,29.6,,44.58,34.42,10.0,4.8,,0.4,,,Крым,
,,,,,,,,,,19/01/2005,5,16,35.9,0.9,41.71,0.03,48.36,0.03,8,,3.4,OBGSR,Дагестан,,Касумкент – 3 балла.,NCA20 0098,3716596.52,2020,1,12,0,23,16.5,,42.72,46.12,18.0,4.5,,0.3,7,,DAGSR,
,,,,,,,,,,21/01/2005,14,5,25.1,0.9,42.78,0.14,45.38,0.14,31,,3.2,OBGSR,Ингушетия и Чечня,,,NCA20 0099,3724966.01,2020,1,12,2,42,46.0,,42.72,46.85,6.0,3.6,,-0.2,6,,DAGSR,
,,,,,,,,,,21/01/2005,19,43,21.4,1,42.94,0.03,45.38,0.03,40,,3.3,OBGSR,Ингушетия и Чечня,,,NCA20 0100,3730132.10,2020,1,12,4,8,52.1,0.15,43.90,43.02,5.9,3.8,1.9,-0.1,7,,CWGSR,
,,,,,,,,,,24/01/2005,12,54,46,0.6,43.41,0.02,44.96,0.02,14,,3.5,OBGSR,Ингушетия и Чечня,,,NCA20 0101,3736514.23,2020,1,12,5,55,14.2,,42.91,46.08,15.0,5.5,,0.8,10,,DAGSR,
,,,,,,,,,,27/01/2005,7,4,38.3,0.8,42.48,0.03,43.7,0.03,1,,3.2,OBGSR,Грузия,,,NCA20 0102,3738445.99,2020,1,12,6,27,26.0,,42.75,45.79,15.0,5.6,,0.9,9,,DAGSR,
,,,,,,,,,,15/02/2005,5,0,33.5,0.9,41.81,0.14,46.54,0.14,9,,3.2,OBGSR,Дагестан,,,NCA20 0103,3743211.49,2020,1,12,7,46,51.5,,42.52,47.61,24.0,6.4,,1.3,10,,DAGSR,
,,,,,,,,,,27/02/2005,23,9,44,0.8,41.07,,48.45,,16,,3.1,DAGSR,Азербайджан,,,NCA20 0104,3761474.41,2020,1,12,12,51,14.4,,42.61,46.25,18.0,5.8,,1.0,10,,DAGSR,
,,,,,,,,,,02/03/2005,6,18,10.8,0.9,42.01,0.14,46.29,0.14,13,,3.3,OBGSR,Дагестан,,,NCA20 0105,3782729.19,2020,1,12,18,45,29.2,,42.62,46.23,18.0,5.0,,0.6,9,,DAGSR,
,,,,,,,,,,08/03/2005,2,41,5.4,-0.3,41.65,,48.01,,37,,3.7,DAGSR,Дагестан,,,NCA20 0106,3787470.88,2020,1,12,20,4,30.9,,42.58,46.43,15.0,4.8,,0.4,10,,DAGSR,
,,,,,,,,,,10/03/2005,11,52,21.2,0.6,43.34,0.02,44.67,0.02,13,,3.1,OBGSR,Ингушетия и Чечня,,,NCA20 0107,3788133.00,2020,1,12,20,15,33.0,0.65,43.18,45.06,11.2,7.3,3.1,1.8,22,,OBGSR,
,,,,,,,,,,13/03/2005,1,31,19.7,0.5,44.71,0.03,37.18,0.03,22,,4.4,OBGSR,Черное море. Краснодарский кр.,,Апапа – 3–4 балла.,NCA20 0108,3796038.50,2020,1,12,22,27,18.5,0.68,41.59,44.69,13.1,8.0,3.5,2.2,22,,OBGSR,
,,,,,,,,,,18/03/2005,7,34,51.2,0.6,44.48,0.14,42.24,0.14,4,,3.5,OBGSR,Ставропольский кр.,,Невинномысск – 3 балла; Адыга-Хабле. Черкесск – 3–4 балла; Водораздел. Подгорный – 4–5 баллов.,NCA20 0109,3801407.83,2020,1,12,23,56,47.8,,40.79,48.39,30.0,7.4,,1.9,4,,DAGSR,
,,,,,,,,,,09/04/2005,14,35,14.9,0.8,42.78,0.01,47.08,0.01,7,,3.2,OBGSR,Дагестан,,Буйнакск – 4 балла; Каранай – 3 балла.,NCA20 0110,3807430.00,2020,1,13,1,37,10.0,,42.88,46.53,9.0,4.0,,0.0,6,,DAGSR,
,,,,,,,,,,20/04/2005,17,42,20.7,0.8,41.9,0.14,46.05,0.14,16,,3.7,OBGSR,Грузия,,,NCA20 0111,3852252.70,2020,1,13,14,4,12.7,0.31,43.73,40.05,1.4,4.2,2.3,0.1,4,,OBGSR,
,,,,,,,,,,04/05/2005,17,0,39.4,0.7,44.26,0.03,43.7,0.03,19,,3.2,OBGSR,Ставропольский кр.,,,NCA20 0112,3853085.40,2020,1,13,14,18,5.4,0.50,42.92,46.06,29.4,7.5,3.2,1.9,13,,OBGSR,
,,,,,,,,,,07/05/2005,7,58,51.1,-1.7,41.45,,47.23,,69,,3.7,DAGSR,Дагестан,,,NCA20 0113,3857871.87,2020,1,13,15,37,51.9,,42.85,46.00,15.0,6.0,,1.1,7,,DAGSR,
,,,,,,,,,,07/05/2005,9,5,22.7,0.9,42,0.14,46.11,0.14,13,,3.3,OBGSR,Дагестан,,,NCA20 0114,3861883.31,2020,1,13,16,44,43.3,,42.95,46.43,15.0,5.8,,1.0,9,,DAGSR,
,,,,,,,,,,08/05/2005,18,47,7.7,0.8,41.98,0.14,46.09,0.14,10,,3.8,OBGSR,Грузия,,,NCA20 0115,3878449.00,2020,1,13,21,20,49.0,0.46,44.26,39.68,11.0,5.4,2.5,0.8,6,,OBGSR,
,,,,,,,,,,17/05/2005,14,9,19.6,0.5,42.94,0.02,47.15,0.02,11,,3.2,OBGSR,Дагестан,,Махачкала – 3–4 балла,NCA20 0116,3892944.40,2020,1,14,1,22,24.4,0.62,42.81,44.03,5.3,5.5,2.7,0.8,6,,NOGSR,
,,,,,,,,,,17/05/2005,15,32,59.6,0.7,42.97,0.02,47.18,0.02,9,,3.1,OBGSR,Дагестан,,,NCA20 0117,3901550.32,2020,1,14,3,45,50.3,,42.86,47.06,15.0,3.1,,-0.5,4,,DAGSR,
,,,,,,,,,,05/06/2005,21,48,3.8,-0.5,41.87,,48.76,,10,,3.4,DAGSR,Каспийское море,,,NCA20 0118,3909047.70,2020,1,14,5,50,47.7,0.52,43.05,41.09,23.0,6.7,2.8,1.5,9,,OBGSR,
,,,,,,,,,,23/06/2005,1,53,22.8,0.8,43.15,0.03,45.32,0.03,14,,3.1,OBGSR,Ингушетия и Чечня,,,NCA20 0119,3948283.70,2020,1,14,16,44,43.7,0.19,43.89,43.70,13.8,5.2,2.3,0.7,8,,CWGSR,
,,,,,,,,,,03/07/2005,10,46,27.4,0.6,43.05,0.02,46.25,0.02,4,,3.3,OBGSR,Ингушетия и Чечня,,,NCA20 0120,3952789.40,2020,1,14,17,59,49.4,0.19,42.46,44.44,10.6,6.4,2.9,1.3,5,,NOGSR,
,,,,,,,,,,19/07/2005,20,7,1.2,-0.4,41.67,,48.2,,40,,3.9,DAGSR,Дагестан,,,NCA20 0121,3959593.53,2020,1,14,19,53,13.5,,42.42,48.74,30.0,7.7,,2.1,13,,DAGSR,
,,,,,,,,,,24/07/2005,23,31,3.1,0.9,42.87,0.03,47.88,0.03,6,,3.3,OBGSR,Каспийское море,,Каспийск – 3 балла; Махачкала – 2–3 балла.,NCA20 0122,3969898.16,2020,1,14,22,44,58.2,,41.87,46.21,18.0,5.5,,0.8,6,,DAGSR,
,,,,,,,,,,10/08/2005,23,22,27.1,0.8,43.08,0.03,46.76,0.03,10,,3.1,OBGSR,Дагестан,,,NCA20 0123,3974960.40,2020,1,15,0,9,20.4,0.76,43.59,45.67,104.4,6.8,2.8,1.6,17,,OBGSR,
,,,,,,,,,,24/08/2005,16,58,8.8,0.9,42.9,0.14,45.7,0.14,39,,4.2,OBGSR,Ингушетия и Чечня,,Ведено. Ботлих. Дубки – 3 балла.,NCA20 0124,3977629.80,2020,1,15,0,53,49.8,0.42,43.11,42.14,12.7,6.7,2.9,1.5,13,,OBGSR,
,,,,,,,,,,25/08/2005,3,55,36,0.7,43,0.14,45.68,0.14,34,,3.1,OBGSR,Ингушетия и Чечня,,,NCA20 0125,3979103.43,2020,1,15,1,18,23.4,,40.18,49.23,8.0,8.2,,2.3,5,,DAGSR,
,,,,,,,,,,28/08/2005,2,43,22.3,0.8,43.04,0.14,45.24,0.14,34,,3.3,OBGSR,Ингушетия и Чечня,,,NCA20 0126,3979263.34,2020,1,15,1,21,3.3,,40.13,49.13,19.0,8.2,,2.3,5,,DAGSR,
,,,,,,,,,,17/09/2005,5,27,11.4,0.6,43.92,0.18,38.08,0.18,23,,3.2,OBGSR,Чёрное море,,,NCA20 0127,3979577.10,2020,1,15,1,26,17.1,0.48,43.74,40.74,9.6,5.0,2.1,0.6,4,,OBGSR,
,,,,,,,,,,21/09/2005,19,8,2,0.6,45.36,0.14,37.26,0.14,33,0,3.3,OBGSR,Азовское море. Краснодарский кр.,,,NCA20 0128,4020160.80,2020,1,15,12,42,40.8,0.36,42.89,45.77,8.1,7.1,3.1,1.7,12,,OBGSR,
,,,,,,,,,,23/09/2005,11,22,54.5,0.7,42.88,0.02,47.38,0.02,3,,3.1,OBGSR,Дагестан,,Махачкала – 2–3 балла.,NCA20 0129,4047251.40,2020,1,15,20,14,11.4,0.36,43.82,40.00,18.5,4.8,1.8,0.4,5,,OBGSR,
,,,,,,,,,,29/09/2005,1,14,56.9,0.8,42.11,0.01,47.41,0.01,9,,3.6,OBGSR,Дагестан,,Акуша. Кумух – 4–5 баллов; Гуниб – 4 балла; Чарода. Вачи – 2 балла.,NCA20 0130,4050329.36,2020,1,15,21,5,29.4,,42.93,47.01,9.0,4.5,,0.3,5,,DAGSR,
,,,,,,,,,,18/11/2005,21,24,14.7,-1.5,42.59,,46.49,,43,,3.8,DAGSR,Дагестан,,,NCA20 0131,4057611.90,2020,1,15,23,6,51.9,0.28,44.00,40.60,1.5,3.9,2.1,-0.1,3,,OBGSR,
,,,,,,,,,,18/11/2005,21,24,41.2,0.6,43.39,0.14,45.74,0.14,126,,3.6,OBGSR,Ингушетия и Чечня,,,NCA20 0132,4059086.68,2020,1,15,23,31,26.7,,42.58,46.41,9.0,4.6,,0.3,10,,DAGSR,
,,,,,,,,,,20/11/2005,23,52,2,0.7,44.27,0.02,43.52,0.02,16,,3.6,OBGSR,Ставропольский кр.,,Георгиевск – 3–4 балла.,NCA20 0133,4061234.30,2020,1,16,0,7,14.3,0.77,43.77,44.99,15.8,7.0,2.8,1.7,15,,OBGSR,
,,,,,,,,,,25/11/2005,3,44,56.6,0.7,42.92,0.02,47.06,0.02,14,,3.9,OBGSR,Дагестан,,Буйнакск – 3–4 балла; Махачкала и Чиркей – 3 балла.,NCA20 0134,4078317.90,2020,1,16,4,51,57.9,0.18,44.44,42.69,20.0,5.4,1.7,0.8,6,,CWGSR,
,,,,,,,,,,10/12/2005,7,27,59.4,0.9,42.74,0.14,45.77,0.14,47,,3.6,OBGSR,Ингушетия и Чечня,,,NCA20 0135,4082703.81,2020,1,16,6,5,3.8,,42.84,46.83,6.0,3.7,,-0.2,5,,DAGSR,
,,,,,,,,,,20/12/2005,1,15,1.6,0.9,41.49,0.07,48.26,0.07,6,,3.1,OBGSR,Азербайджан,,,NCA20 0136,4085823.40,2020,1,16,6,57,3.4,,42.33,47.02,9.0,5.6,,0.9,7,,DAGSR,
,,,,,,,,,,22/12/2005,4,4,26.7,0.9,42.94,0.05,47.08,0.05,3,,4,OBGSR,Дагестан,,Учкент – 4 балла; Буйнакск. Каранай – 3 балла; Махачкала – 2–3 балла.,NCA20 0137,4089217.07,2020,1,16,7,53,37.1,,42.36,47.00,15.0,4.6,,0.3,6,,DAGSR,
,,,,,,,,,,28/12/2005,17,17,17.7,1,42.98,0.02,47.01,0.02,2,,3.4,OBGSR,Дагестан,,,NCA20 0138,4089968.70,2020,1,16,8,6,8.7,0.47,42.87,45.06,4.5,7.0,3.0,1.7,13,,OBGSR,
,,,,,,,,,,07/01/2006,15,13,51.3,0.76,43.08,,45.74,,20,,3.3,OBGSR,Чечня,,,NCA20 0139,4099626.50,2020,1,16,10,47,6.5,,41.83,47.34,15.0,6.2,,1.2,10,,DAGSR,
,,,,,,,,,,02/02/2006,6,59,18.8,0.48,42.64,,46.84,,5,,3.3,OBGSR,Дагестан,,Кизилюрт. Чиркей – 3–4 балла.,NCA20 0140,4104106.88,2020,1,16,12,1,46.9,,42.72,46.42,15.0,5.0,,0.6,7,,DAGSR,
,,,,,,,,,,04/02/2006,1,49,3.9,0.63,41.02,,48.53,,3,,4.3,OBGSR,Азербайджан. в пределах региона,,,NCA20 0141,4111046.54,2020,1,16,13,57,26.5,,43.02,46.25,9.0,5.9,,1.1,10,,DAGSR,
,,,,,,,,,,04/02/2006,1,55,57.3,0.83,41.12,,48.55,,1,,4.1,OBGSR,Азербайджан. в пределах региона,,,NCA20 0142,4113530.44,2020,1,16,14,38,50.4,,41.07,48.12,24.0,7.4,,1.9,9,,DAGSR,
,,,,,,,,,,06/02/2006,4,8,1.1,0.67,42.53,,43.45,,3,,4.6,OBGSR,Грузия. Рача-Джавский район,,Нальчик. Алагир. Степанаван – 3–4 балла; Гюмри. Нойемберян – 3 балла.,NCA20 0143,4139010.50,2020,1,16,21,43,30.5,0.33,42.93,44.63,8.8,6.0,2.3,1.1,8,,NOGSR,
,,,,,,,,,,06/02/2006,4,48,5.5,0.35,42.52,,43.47,,8,,3.6,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0144,4148658.74,2020,1,17,0,24,18.7,,42.02,47.41,18.0,4.9,,0.5,7,,DAGSR,
,,,,,,,,,,06/02/2006,5,46,54.6,0.47,42.62,,43.57,,20,,3.4,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0145,4148996.77,2020,1,17,0,29,56.8,,42.98,47.05,15.0,5.6,,0.9,10,,DAGSR,
,,,,,,,,,,06/02/2006,9,43,25.4,0.78,42.59,,43.44,,7,,3.9,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0146,4152559.27,2020,1,17,1,29,19.3,,41.99,46.44,6.0,5.6,,0.9,7,,DAGSR,
,,,,,,,,,,07/02/2006,8,26,34,0.52,42.6,,43.62,,15,,3.2,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0147,4156637.70,2020,1,17,2,37,17.7,0.58,43.17,46.04,21.3,5.2,2.2,0.7,9,,OBGSR,
,,,,,,,,,,24/02/2006,7,57,49.1,0.39,42.52,,43.51,,17,,3.2,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0148,4157283.20,2020,1,17,2,48,3.2,0.58,43.11,43.13,2.0,5.3,2.6,0.7,7,,NOGSR,
,,,,,,,,,,26/02/2006,5,8,57.3,0.59,43.17,,45.7,,22,,3.1,OBGSR,Чечня,,,NCA20 0149,4158622.80,2020,1,17,3,10,22.8,0.79,42.39,45.34,14.1,6.4,2.8,1.3,15,,OBGSR,
,,,,,,,,,,01/03/2006,14,24,36.4,0.46,42.57,,43.48,,12,,3.1,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0150,4173987.50,2020,1,17,7,26,27.5,0.21,43.97,43.01,10.0,3.6,1.4,-0.2,6,,CWGSR,
,,,,,,,,,,01/03/2006,21,16,8.5,0.41,42.51,,43.45,,11,,3.1,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0151,4175144.40,2020,1,17,7,45,44.4,0.32,44.86,37.63,0.0,6.6,2.2,1.4,3,возм. взрыв,OBGSR,
,,,,,,,,,,30/03/2006,20,28,43.4,0.65,42.25,,45.56,,8,,3.5,OBGSR,Грузия. в пределах региона,,,NCA20 0152,4175411.83,2020,1,17,7,50,11.8,,42.54,46.40,9.0,6.1,,1.2,9,,DAGSR,
,,,,,,,,,,30/03/2006,21,8,27.8,0.91,42.29,,45.52,,9,,3.6,OBGSR,Грузия. в пределах региона,,,NCA20 0153,4184928.83,2020,1,17,10,28,48.8,,42.54,46.43,9.0,5.5,,0.8,8,,DAGSR,
,,,,,,,,,,04/04/2006,1,35,43.3,0.2,43.57,,40.42,,9,,3.1,OBGSR,Краснодарский кр. – Грузия погр. обл.,,,NCA20 0154,4212391.32,2020,1,17,18,6,31.3,,42.37,46.49,15.0,4.7,,0.4,7,,DAGSR,
,,,,,,,,,,16/04/2006,5,0,25.1,0.56,42.64,,43.68,,21,,3.1,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0155,4228279.31,2020,1,17,22,31,19.3,,42.56,46.31,9.0,4.7,,0.4,8,,DAGSR,
,,,,,,,,,,17/04/2006,5,13,27.8,0.77,42.3,,45.5,,9,,3.8,OBGSR,Грузия. в пределах региона,,,NCA20 0156,4230854.89,2020,1,17,23,14,14.9,,42.55,46.30,9.0,4.2,,0.1,8,,DAGSR,
,,,,,,,,,,14/05/2006,7,27,26.3,0.7,42.74,,46.49,,13,,3.1,OBGSR,Дагестан,,,NCA20 0157,4238924.40,2020,1,18,1,28,44.4,0.91,40.86,43.92,7.9,10.7,4.9,3.7,50,,OBGSR,
,,,,,,,,,,23/05/2006,8,33,8.2,0.71,42.4,,44.98,,7,,3.3,OBGSR,Грузия. в пределах региона,,,NCA20 0158,4249864.00,2020,1,18,4,31,4.0,0.33,43.83,41.24,0.0,5.2,1.9,0.7,5,взрыв,CWGSR,
,,,,,,,,,,25/05/2006,10,15,1.1,0.83,43.21,,46.06,,18,,3.2,OBGSR,Чечня,,,NCA20 0159,4256571.40,2020,1,18,6,22,51.4,0.88,43.66,45.53,49.7,7.0,3.2,1.7,18,,OBGSR,
,,,,,,,,,,15/06/2006,17,39,16.3,0.97,41.98,,48.59,,17,,3.4,OBGSR,Каспийское море,,Касумкент – 2–3 балла.,NCA20 0160,4273787.29,2020,1,18,11,9,47.3,,42.59,46.82,6.0,4.3,,0.2,5,,DAGSR,
,,,,,,,,,,23/06/2006,9,26,17.9,0.52,42.44,,43.34,,7,,3.2,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0161,4280264.82,2020,1,18,12,57,44.8,,42.42,48.06,3.0,8.3,,2.4,15,,DAGSR,
,,,,,,,,,,06/07/2006,14,29,40.9,0.45,42.43,,43.71,,4,,3.1,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0162,4284002.80,2020,1,18,14,0,2.8,0.69,42.53,46.15,14.0,6.7,2.9,1.5,12,,OBGSR,
,,,,,,,,,,08/07/2006,2,3,19.7,0.95,43.05,,46.93,,13,,3.5,OBGSR,Дагестан,,Буйнакск. Дубки – 3 балла; Новый Чиркей. Учкент – 2 балла.,NCA20 0163,4292750.10,2020,1,18,16,25,50.1,0.55,42.58,40.47,5.0,7.7,3.1,2.1,12,,OBGSR,
,,,,,,,,,,11/07/2006,2,27,57.7,0.45,42.56,,43.5,,12,,3.6,OBGSR,Грузия. Рача-Джавский район,,,NCA20 0164,4301736.58,2020,1,18,18,55,36.6,,42.93,47.09,6.0,4.3,,0.2,5,,DAGSR,
,,,,,,,,,,19/07/2006,2,46,14,0.82,42.12,,47.94,,7,,3.5,OBGSR,Дагестан,,,NCA20 0165,4316276.00,2020,1,18,22,57,56.0,0.40,43.33,44.61,11.8,5.4,2.2,0.8,9,,NOGSR,
,,,,,,,,,,22/07/2006,7,55,57,0,44.04,,42.7,,10,,4.1,OBGSR,Ставропольский кр.,,Урожайный. Гражданский – 4–5 баллов; Сунжа. Боргустанская. Октябрьский. Ессентуки. Бекешевская. Кисловодск – 4 балла; Тереза. Красновосточный – 3–4 балла; Минеральные Воды. Пятигорск – 3 балла; Черкесск – 2–3 балла; Ясная Поляна. Курсавка. Счастливый. Холоднородниковский. Усть-Джегута. Кавказский – 2 балла.,NCA20 0166,4321013.40,2020,1,19,0,16,53.4,0.24,43.30,41.58,6.3,5.7,1.7,0.9,8,,CWGSR,
,,,,,,,,,,31/07/2006,9,4,28.8,0.7,46.953,0.06,37.001,0.04,24,5,3.2,OBGSR,Украина. Запорожская обл.,,Андреевка. Елисеевка. Осипенко – 5 баллов; Луначарское. Нововасильевка – 4 балла; Приморское – 3–4 балла; Новотроицкое. Роза. Новопетровка. Бердянск. Дачи. Средняя коса – 3 балла [Пустовитенко А.Н и др. 2008],NCA20 0167,4327285.40,2020,1,19,2,1,25.4,0.77,42.81,45.66,21.1,7.0,2.8,1.7,17,,OBGSR,
,,,,,,,,,,17/08/2006,5,43,19,0.65,43.15,,45.42,,111,,3.4,OBGSR,Чечня,,,NCA20 0168,4330698.60,2020,1,19,2,58,18.6,,40.74,49.51,48.0,8.2,,2.3,7,,DAGSR,
,,,,,,,,,,27/08/2006,1,23,39.4,0.74,42.53,,45.78,,9,,3.2,OBGSR,Чечня,,,NCA20 0169,4337343.30,2020,1,19,4,49,3.3,0.21,43.80,39.17,12.9,6.0,2.2,1.1,5,,OBGSR,
,,,,,,,,,,29/08/2006,9,23,10.8,0.92,43.16,,46.9,,6,,3.3,OBGSR,Дагестан,,Кизилюрт – 2–3 балла.,NCA20 0170,4353217.00,2020,1,19,9,13,37.0,0.96,42.40,45.11,20.0,7.9,3.3,2.2,31,,OBGSR,
,,,,,,,,,,03/09/2006,17,51,26.1,0.61,44.29,,39.73,,3,,3.2,OBGSR,Краснодарский кр.,,,NCA20 0171,4353221.50,2020,1,19,9,13,41.5,0.88,42.44,45.11,10.6,8.2,3.6,2.3,27,,OBGSR,
,,,,,,,,,,09/09/2006,11,46,57.4,0.94,43.02,,46.7,,11,,3.2,OBGSR,Дагестан,,Дубки – 3 балла.,NCA20 0172,4356957.40,2020,1,19,10,15,57.4,0.89,41.01,44.10,3.2,9.1,3.9,2.8,35,,OBGSR,
,,,,,,,,,,11/09/2006,2,23,44.6,0.71,42.42,,48.11,,9,,4.6,OBGSR,Дагестан,,Каямкент – 5 баллов; Махачкала. Дербент. Буйнакск. Дагестанские Огни – 3 балла.,NCA20 0173,4371729.30,2020,1,19,14,22,9.3,,42.74,46.16,18.0,6.0,,1.1,9,,DAGSR,
,,,,,,,,,,15/09/2006,3,34,4.9,-0.07,41.94,,49.13,,25,,3.2,DAGSR,Каспийское море,,,NCA20 0174,4372537.30,2020,1,19,14,35,37.3,0.55,42.71,46.25,5.3,7.1,3.1,1.7,12,,OBGSR,
,,,,,,,,,,17/09/2006,1,49,32,0.68,42.83,,46.27,,14,,3.2,OBGSR,Дагестан,,,NCA20 0175,4373181.57,2020,1,19,14,46,21.6,,42.90,46.17,15.0,5.4,,0.8,9,,DAGSR,
,,,,,,,,,,19/09/2006,3,1,11.7,0.66,42.4,,48.08,,8,,3.1,OBGSR,Дагестан,,,NCA20 0176,4392149.59,2020,1,19,20,2,29.6,,42.51,47.77,24.0,6.9,,1.6,13,,DAGSR,
,,,,,,,,,,12/10/2006,21,16,51.8,0.54,43.54,,45.37,,164,,4.5,OBGSR,Чечня,,,NCA20 0177,4395324.30,2020,1,19,20,55,24.3,0.49,42.19,45.79,10.7,6.8,2.7,1.6,13,,OBGSR,
